gene,log2FoldChange,p_value,adj_p_value,significant
ENSG00000050327.15,-0.019279992126528978,0.5867134534763929,0.6176048621534677,False
ENSG00000050344.9,0.2641855445246395,3.082601004412501e-20,1.1660059509282208e-19,False
ENSG00000050393.11,0.03610538030627097,0.0001516163130726072,0.00022863695920818285,False
ENSG00000050405.13,-0.1652502653661152,1.5135006476850195e-36,1.240248382601739e-35,False
ENSG00000050426.16,-0.19057937753173615,7.476705423508744e-40,7.089625702725949e-39,False
ENSG00000050438.17,0.3811878072121375,2.189826369108767e-11,5.1050827155086936e-11,False
ENSG00000050555.19,-0.48189794595200186,2.1824327383954157e-13,5.7230228920565e-13,False
ENSG00000050628.20,-0.570933845724392,5.94534303191964e-38,5.203429444708572e-37,True
ENSG00000050748.18,0.07383003317463821,1.3620540253895528e-14,3.796090778856943e-14,False
ENSG00000050767.17,-0.4075676057966955,1.524342191775725e-12,3.791207183801916e-12,False
ENSG00000050820.17,0.08947957653157568,1.5591408752792715e-05,2.5209377067508753e-05,False
ENSG00000051009.11,-0.0630039472141557,2.770724635851266e-06,4.725324214523732e-06,False
ENSG00000051108.15,-0.052218433184035185,9.744189354452326e-09,1.9535469149182298e-08,False
ENSG00000051128.19,0.26819369984540864,2.38781870487679e-29,1.421724563642822e-28,False
ENSG00000051180.17,0.8032559649359376,4.478344092192232e-53,7.814263077375172e-52,True
ENSG00000051341.14,0.8195143787470053,2.306403961959537e-55,4.4554676769216016e-54,True
ENSG00000051382.9,-0.0070036546821978796,0.49916943138029024,0.5318619201441207,False
ENSG00000051523.11,0.14198905394770556,6.936516197523069e-10,1.490219443056678e-09,False
ENSG00000051596.10,0.29515054907300886,3.4955841354177534e-23,1.5321110180433755e-22,False
ENSG00000051620.11,-0.13439574726434733,3.1044317349830414e-27,1.6758275930484253e-26,False
ENSG00000051825.15,0.17349014229401205,8.252993900181835e-14,2.2099432109023296e-13,False
ENSG00000052126.14,-0.13854607514177575,4.010988402429984e-09,8.242519077389864e-09,False
ENSG00000052344.16,0.49037231391339065,3.994304904038699e-09,8.209251372011168e-09,False
ENSG00000052723.12,-0.005701156785449246,0.6233426034515633,0.6535507147074773,False
ENSG00000052749.14,0.23259397500020107,1.1086682324317327e-17,3.6459057964669385e-17,False
ENSG00000052795.13,-0.27846410049262893,1.0434051220859774e-37,9.055577717518153e-37,False
ENSG00000052802.13,0.13437050253809968,1.0103409132453254e-09,2.1497111314774884e-09,False
ENSG00000052841.15,-0.039898393676936816,0.0029326249100809112,0.003992122867750832,False
ENSG00000053108.17,0.40594365009899747,3.002525053684537e-16,9.12358555957539e-16,False
ENSG00000053254.16,-0.40482998182453667,1.5930883906827437e-59,3.6312786751359134e-58,False
ENSG00000053371.12,0.0389226757318748,8.857653302584299e-06,1.457017237342227e-05,False
ENSG00000053372.5,0.08708768898487662,3.45049768311058e-10,7.538849052473596e-10,False
ENSG00000053438.11,-1.0419545484325996,1.0289012371410568e-59,2.3549775350508548e-58,True
ENSG00000053501.13,0.006416643904767039,0.631785997303212,0.6613169014854917,False
ENSG00000053702.15,-0.38142294083234596,7.694890738447528e-44,8.800070083652535e-43,False
ENSG00000053747.17,-0.6971529459610581,8.087657340690517e-48,1.0982920480643764e-46,True
ENSG00000053770.12,-0.05000269310114769,0.00011799544591376952,0.00017937123758639533,False
ENSG00000053900.11,-0.10851272036060422,1.7331401920485577e-12,4.298270564467757e-12,False
ENSG00000053918.18,-0.09419410799233185,0.0006788417237616006,0.000972352141916271,False
ENSG00000054148.18,0.1399732612661686,8.882031760782406e-27,4.6834583742746505e-26,False
ENSG00000054179.12,0.07987936610887969,0.11204615234948094,0.13039440718755077,False
