gene,log2FoldChange,p_value,adj_p_value,significant,neg_log10_p
ENSG00000057593.14,0.5704745804295638,1.2247334295513124e-21,4.971435061148356e-21,True,20.30351822913855
ENSG00000060718.22,1.5741448546619323,2.4035863868341326e-71,9.003411400254084e-70,True,69.04559290482848
ENSG00000062282.15,-0.75202102734755,6.462555893924545e-35,4.944197902433559e-34,True,33.30590415397614
ENSG00000064300.9,-0.7832618802839451,3.854714043417674e-46,4.91283600894569e-45,True,44.30866773242504
ENSG00000064692.20,-0.6019620482746308,9.453128671596678e-62,2.3447715571969397e-60,True,59.62989946266384
ENSG00000065328.17,0.9331785702551557,2.9073400842208593e-57,6.137964549308008e-56,True,55.21197562422684
ENSG00000065534.19,-0.6154874629429239,3.2680374995029637e-53,5.7507756380437095e-52,True,51.24027357572697
ENSG00000065618.21,-0.9587258360905551,2.3085331163581047e-21,9.255327019291228e-21,True,20.033608231674496
ENSG00000066279.18,1.1908516071764295,1.0276432001859904e-54,1.9444368601922832e-53,True,52.711206154710034
ENSG00000066382.16,-0.6749952305115414,2.2962846426095547e-53,4.0493674133329384e-52,True,51.392612816379554
ENSG00000066735.14,-0.5498638631940316,6.637748120835288e-56,1.3112713371088188e-54,True,53.882307431867424
ENSG00000067798.16,-0.5801483539098089,4.139054088668979e-55,7.903735736176413e-54,True,53.102167588946614
ENSG00000067840.12,-0.5740804610940606,2.8305694640677644e-37,2.39890039258123e-36,True,35.619987784483364
ENSG00000068489.13,0.7071212697551961,1.3276840426914123e-54,2.492261199595169e-53,True,52.603406443715
ENSG00000069011.16,1.2870907232132285,7.869280752671131e-44,8.993308871200052e-43,True,42.04608049067925
ENSG00000069188.17,-0.5110384654080573,1.2533206611789171e-14,3.497746897343248e-14,True,13.456211619975731
ENSG00000069431.11,-0.652475552055062,4.722864112672252e-37,3.9681623840852327e-36,True,35.401410564070986
ENSG00000069535.14,-0.5217677195821815,5.487801938039358e-124,1.3391850788209576e-121,True,120.87315939822614
ENSG00000069702.11,-0.7979169880760728,1.1235055121536765e-180,1.0357472482598949e-177,True,176.9847462118478
ENSG00000070031.4,1.0600982292837524,4.888374115839127e-72,1.9041708938552694e-70,True,69.72029407752308
ENSG00000070193.5,-0.9458961930279488,6.856615321147328e-96,6.61503922320458e-94,True,93.17946757636373
ENSG00000071539.14,0.6704358400402457,5.2033092548918366e-48,7.165453425367231e-47,True,46.14475632251656
ENSG00000072163.20,-0.6259189652154475,1.2823144321486656e-111,2.1493662310176726e-109,True,108.66768957866452
ENSG00000072571.20,1.0408680928777372,4.338319133610177e-49,6.265454108192104e-48,True,47.20304744669139
ENSG00000073282.14,-0.9420770445656459,3.179833229216823e-27,1.7148570882555722e-26,True,25.76577206708951
ENSG00000073464.13,-0.5253439485780549,9.220530357465118e-54,1.6631030516497409e-52,True,51.77908083955004
ENSG00000073756.12,-0.9670858300730425,4.828771255762323e-45,5.87022932000879e-44,True,43.23134493274402
ENSG00000073792.16,-0.6713541507621827,1.2211880176000046e-66,3.738818074548796e-65,True,64.42726566646968
ENSG00000074211.14,0.7376984004469268,4.473008408864881e-41,4.501219013747959e-40,True,39.346669855280105
ENSG00000075213.11,-0.6516531367350396,1.0867480502903913e-42,1.1755865154184326e-41,True,40.92974540415178
ENSG00000075218.19,0.9899328977141113,1.4383132716211616e-55,2.807925932856654e-54,True,53.55161435216043
ENSG00000075702.18,0.9322739330413622,3.3449628961722195e-56,6.744388128685518e-55,True,54.17105744471545
ENSG00000075886.11,0.5222135797035583,2.582518673367187e-17,8.322842273423014e-17,True,16.079728335624303
ENSG00000076382.17,0.780426098223783,1.778058681562205e-55,3.4589807458198394e-54,True,53.46105185544949
ENSG00000076555.15,-0.89155729215827,8.181928567346708e-70,2.852330307700657e-68,True,67.54480018341154
ENSG00000077063.11,-0.7481913914120248,9.647303917200902e-84,6.041032498189878e-82,True,81.21888882794434
ENSG00000077152.11,0.8276516867950408,1.5898099921142458e-56,3.2609773806110994e-55,True,54.486652213616566
ENSG00000077157.22,-0.5889488476625684,7.154910700586956e-81,3.880019221096077e-79,True,78.4111661229637
ENSG00000077274.9,-1.109600774453596,2.7500842469781117e-83,1.6415430933221146e-81,True,80.78474771180984
ENSG00000078399.19,-0.8833347787994374,7.123648002906536e-77,3.3019501385539406e-75,True,74.4812294891333
ENSG00000078596.11,-0.6115036240034617,2.8139209307489377e-212,7.782367320807978e-209,True,208.10888827473568
ENSG00000078725.13,-0.9288498582625586,1.5200168711248335e-25,7.5091277045089275e-25,True,24.12441050974963
ENSG00000079102.16,-0.7270405608790473,1.0202549994218053e-91,7.94840913634058e-90,True,89.0997197861166
ENSG00000079308.19,-0.561562510028434,2.7928336954855677e-70,1.0052989662231565e-68,True,67.99770476404191
ENSG00000079337.16,-0.6197141029889222,1.1533565587270181e-70,4.2063293924211297e-69,True,68.3760967212575
ENSG00000079435.10,-1.0056195200115086,1.3139176280866163e-53,2.3520117713559127e-52,True,51.62856050903207
ENSG00000079462.8,0.5878890242840047,1.1218712762811293e-30,7.097343484029378e-30,True,29.14890417608592
ENSG00000080200.10,-0.7034985781139913,1.0536534127207349e-54,1.9891154414889503e-53,True,52.701340011170814
ENSG00000080986.13,0.9912252414853144,1.125503682152403e-53,2.020203169833043e-52,True,51.69460495179083
ENSG00000081041.9,-1.2976629637020032,8.687330008279586e-124,2.059393630819878e-121,True,120.6862606347544
ENSG00000081277.13,-0.8149097250970117,6.778507937373987e-73,2.743477090555706e-71,True,70.56169866203498
ENSG00000081377.17,-0.6200177418627975,4.2020568566418155e-81,2.2861944747250586e-79,True,78.64088682918675
ENSG00000081818.4,-0.5319106635764426,2.878329130478484e-69,9.688233994150095e-68,True,67.01375538048217
ENSG00000081853.15,-0.638458531622177,1.322235853584816e-50,2.0640810681454787e-49,True,48.6852732495076
ENSG00000082482.14,-0.562693832816326,5.664027896932553e-23,2.448902525317842e-22,True,21.611028500934523
ENSG00000083782.8,1.1970690694585877,1.4244831071227508e-151,7.162991721089372e-149,True,148.14490555079408
ENSG00000084628.10,1.0247936896331653,3.883740770949489e-34,2.8796601587638886e-33,True,32.540658762199854
ENSG00000085552.17,0.6657672380168602,2.528608373174908e-17,8.155437773462473e-17,True,16.08855272162601
ENSG00000085563.15,-0.8012865732329917,5.524908274863735e-52,9.204852200109319e-51,True,50.03598318045625
